Corbally Poultry Farm Ltd,28/02/2016,BT32,Solid Biomass Boiler,199,"£6,845.75"
Corbally Poultry Farm Ltd,28/02/2016,BT32,Solid Biomass Boiler,199,"£6,052.67"
Corby Biomass Systems Ltd,31/10/2015,BT74,Solid Biomass Boiler,99,"£21,188.61"
Corby Biomass Systems Ltd,31/10/2015,BT74,Solid Biomass Boiler,99,"£21,322.14"
Corby Biomass Systems Ltd,31/10/2015,BT74,Solid Biomass Boiler,99,"£20,940.45"
Corby Biomass Systems Ltd,31/10/2015,BT74,Solid Biomass Boiler,99,"£19,929.46"
Corby Biomass Systems Ltd,31/10/2015,BT74,Solid Biomass Boiler,99,"£20,986.53"
Corby Biomass Systems Ltd,31/10/2015,BT74,Solid Biomass Boiler,99,"£22,485.56"
Corby Biomass Systems Ltd,31/10/2015,BT74,Solid Biomass Boiler,99,"£22,583.45"
Corby Biomass Systems Ltd,31/10/2015,BT74,Solid Biomass Boiler,99,"£23,543.92"
Corkhill Care Centre,03/11/2015,BT70,Solid Biomass Boiler,99,"£15,482.79"
Corliss Eco Fuels Ltd,12/10/2015,BT35,Solid Biomass Boiler,75,"£33,135.71"
Cornamaddy Farms Ltd,15/10/2015,BT70,Solid Biomass Boiler,99,"£48,555.92"
Cornamaddy Farms Ltd,15/10/2015,BT70,Solid Biomass Boiler,99,"£48,701.94"
Cornamaddy Farms Ltd,15/10/2015,BT70,Solid Biomass Boiler,99,"£46,006.36"
Corrie's Meats Ltd,23/08/2013,BT22,Solid Biomass Boiler,60,"£24,745.29"
Corriewood Estates LLP,13/01/2015,BT31,Solid Biomass Boiler,99,"£41,327.82"
Corriewood Estates LLP,04/11/2015,BT31,Solid Biomass Boiler,99,"£25,085.35"
Courtyard Properties (NI) Ltd,28/08/2015,BT67,Solid Biomass Boiler,99,"£25,714.07"
Craigfad Farm Limited,23/02/2016,BT44,Solid Biomass Boiler,199,"£5,576.97"
Craigfad Farm Limited,23/02/2016,BT44,Solid Biomass Boiler,199,"£4,672.96"
Crann Energy Ltd,12/10/2015,BT92,Solid Biomass Boiler,99,"£65,453.82"
CRANN ENERGY LTD,27/02/2016,BT92,Solid Biomass Boiler,50,"£2,057.80"
Creative Gardens (NI) Ltd,15/02/2016,BT21,Solid Biomass Boiler,199,"£10,161.66"
Creative Gardens (NI) Ltd,17/02/2016,BT21,Solid Biomass Boiler,199,"£12,705.21"
Creative Logic Sol Limited,26/03/2015,BT51,Solid Biomass Boiler,31,"£7,722.66"
Creggan Country Park Enterprises Ltd,08/04/2015,BT48,Solid Biomass Boiler,60,"£12,016.75"
Creggan Farm Supplies Ltd,16/10/2015,BT35,Solid Biomass Boiler,75,"£39,863.20"
Creggan Farm Supplies Ltd,22/10/2015,BT35,Solid Biomass Boiler,75,"£40,710.90"
Cromer Enterprises Limited,29/10/2015,BT47,Solid Biomass Boiler,90,"£16,705.32"
Cross Concrete Flooring Ltd.,29/10/2015,BT47,Solid Biomass Boiler,95,"£9,527.16"
Cross Concrete Flooring Ltd.,29/10/2015,BT47,Solid Biomass Boiler,95,"£31,412.02"
Cross Concrete Flooring Ltd.,29/10/2015,BT47,Solid Biomass Boiler,95,"£32,057.21"
,,,,,
Cross Concrete Flooring Ltd.,29/10/2015,BT47,Solid Biomass Boiler,95,"£34,649.58"
Culmore Energy,10/11/2015,BT49,Solid Biomass Boiler,99,"£4,332.12"
Culmore Energy Ltd,09/11/2015,BT49,Solid Biomass Boiler,99,"£21,645.52"
Culmore Energy Ltd,10/11/2015,BT49,Solid Biomass Boiler,99,"£7,595.39"
Curtis Developments Ltd T/A Curtis Toyota,26/02/2016,BT42,Solid Biomass Boiler,198,"£5,170.90"
Cyreth Ltd T/A Strangford Arms Hotel,02/11/2015,BT51,Solid Biomass Boiler,99,"£29,810.41"
D Armstrong Electrical LLP,08/10/2015,BT71,Solid Biomass Boiler,99,"£40,126.83"
D&O Poultry Ltd.,24/02/2016,BT70,Solid Biomass Boiler,199,"£7,889.70"
D&R Moffett Ltd,04/03/2015,BT71,Solid Biomass Boiler,99,"£52,283.79"
D&R Moffett Ltd,04/03/2015,BT71,Solid Biomass Boiler,99,"£46,655.57"
D&R Moffett Ltd,04/03/2015,BT71,Solid Biomass Boiler,99,"£49,689.34"
Daly Poultry Ltd.,11/12/2015,BT71,Solid Biomass Boiler,999,"£15,795.00"
Dalys Carrickmore Ltd,31/08/2015,BT79,Solid Biomass Boiler,99,"£34,352.02"
Damiraco Ltd,21/01/2013,BT74,Solid Biomass Boiler,99,"£64,016.50"
Dawson Wam Limited,20/05/2014,BT24,Solid Biomass Boiler,97,"£26,419.08"
Dawson Wam Limited,10/09/2013,BT24,Solid Biomass Boiler,96,"£33,540.98"
Dennison Commercials Ltd,14/10/2015,BT39,Solid Biomass Boiler,99,"£33,748.74"
Dennison Commercials Ltd,14/10/2015,BT39,Solid Biomass Boiler,99,"£33,463.16"
Dennison Commercials Ltd,14/10/2015,BT39,Solid Biomass Boiler,99,"£34,196.83"
Dennison Commercials Ltd,14/10/2015,BT39,Solid Biomass Boiler,99,"£36,763.99"
Dennison Commercials Ltd,14/10/2015,BT39,Solid Biomass Boiler,99,"£31,206.66"
Dennison Commercials Ltd,14/10/2015,BT39,Solid Biomass Boiler,99,"£29,908.96"
Dennison Commercials Ltd,14/10/2015,BT39,Solid Biomass Boiler,99,"£17,190.86"
Dennison Commercials Ltd,14/10/2015,BT39,Solid Biomass Boiler,99,"£20,074.49"
Dennison Commercials Ltd,14/10/2015,BT39,Solid Biomass Boiler,99,"£16,599.40"
Dennison Commercials Ltd,14/10/2015,BT39,Solid Biomass Boiler,99,"£45,483.26"
Dennison Commercials Ltd,15/10/2015,BT39,Solid Biomass Boiler,99,"£45,098.37"
Department of Agriculture and Rural Affairs (Greenmount College),25/03/2015,BT04,Solid Biomass Boiler,60,"£4,895.07"
Department of Agriculture and Rural Affairs (Loughry College),10/04/2015,BT04,Solid Biomass Boiler,129,"£2,601.15"
Department of Agriculture and Rural Affairs (Loughry College),08/04/2015,BT04,Solid Biomass Boiler,348,"£9,363.69"
Department of Agriculture and Rural Development (Enniskillen College),20/04/2015,BT74,Solid Biomass Boiler,300,"£11,583.97"
Dickson Poultry Ltd,15/10/2015,BT60,Solid Biomass Boiler,99,"£36,080.60"
Dickson Poultry Ltd,15/10/2015,BT60,Solid Biomass Boiler,99,"£26,440.29"
Dickson Poultry Ltd,15/10/2015,BT60,Solid Biomass Boiler,99,"£8,844.17"
DJC Poultry Ltd,16/09/2015,BT79,Solid Biomass Boiler,99,"£37,216.67"
DJC Poultry Ltd,16/09/2015,BT79,Solid Biomass Boiler,99,"£43,475.27"
DK Leisure Ltd,03/11/2015,BT51,Solid Biomass Boiler,99,"£25,467.06"
Donaghmore District Community Association (DDCA),27/02/2016,BT70,Solid Biomass Boiler,199,"£9,656.04"
Donnell & Ellis Heavy Haulage Ltd,31/07/2015,BT78,Solid Biomass Boiler,95,"£39,558.71"
Donnell & Ellis Heavy Haulage Ltd,31/07/2015,BT78,Solid Biomass Boiler,95,"£43,069.32"
Donnell & Ellis Heavy Haulage Ltd,31/07/2015,BT78,Solid Biomass Boiler,95,"£45,762.95"
Downshire Arms Hotel Ltd,09/11/2015,BT32,Solid Biomass Boiler,99,"£12,598.38"
Drenagh Sawmills Ltd,02/11/2015,BT49,Solid Biomass Boiler,99,"£12,963.72"
Drenagh Sawmills Ltd,02/11/2015,BT49,Solid Biomass Boiler,99,"£13,052.04"
Drenagh Sawmills Ltd,02/11/2015,BT49,Solid Biomass Boiler,99,"£13,681.01"
Drenagh Sawmills Ltd,02/11/2015,BT49,Solid Biomass Boiler,99,"£13,820.23"
Drenagh Sawmills Ltd,31/10/2015,BT49,Solid Biomass Boiler,99,"£20,300.57"
Drenagh Sawmills Ltd,31/10/2015,BT49,Solid Biomass Boiler,99,"£21,386.61"
,,,,,
Drenagh Sawmills Ltd,31/10/2015,BT49,Solid Biomass Boiler,99,"£30,658.85"
Drenagh Sawmills Ltd,31/10/2015,BT49,Solid Biomass Boiler,99,"£42,388.29"
DRL Energy Ltd,01/10/2015,BT62,Solid Biomass Boiler,99,"£49,420.39"
DRL Energy Ltd,01/10/2015,BT62,Solid Biomass Boiler,99,"£49,059.14"
DRL Energy Ltd,01/10/2015,BT62,Solid Biomass Boiler,99,"£49,086.25"
DRL Energy Ltd,01/10/2015,BT62,Solid Biomass Boiler,99,"£51,248.53"
DRT (NI) Limited T/A Derry Refrigerated Transport,17/02/2016,BT62,Solid Biomass Boiler,99,"£7,423.34"
Drumlea poultry Ltd,16/02/2016,BT79,Solid Biomass Boiler,199,"£10,195.16"
DS Farms Ltd,23/02/2016,BT79,Solid Biomass Boiler,199,"£8,248.35"
Dundrod Presbyterian Church,29/10/2015,BT29,Solid Biomass Boiler,99,"£14,421.57"
Dunleath Estates Ltd,29/04/2015,BT22,Solid Biomass Boiler,96,"£28,185.77"
DWI (NI) Ltd,15/10/2015,BT47,Solid Biomass Boiler,95,"£44,294.19"
DWI (NI) Ltd,05/11/2015,BT47,Solid Biomass Boiler,95,"£44,574.17"
Easibility Showers Ltd,06/03/2015,BT67,Solid Biomass Boiler,80,"£51,006.83"
Easteden Limited,04/11/2015,BT79,Solid Biomass Boiler,99,"£11,337.40"
Easteden Limited,16/05/2013,BT79,Solid Biomass Boiler,99,"£58,044.85"
Ecobiomass NI Ltd,03/11/2015,BT71,Solid Biomass Boiler,99,"£19,667.08"
Ecobiomass NI Ltd,03/11/2015,BT71,Solid Biomass Boiler,99,"£42,154.47"
Ecobiomass NI Ltd,07/11/2015,BT71,Solid Biomass Boiler,99,"£43,959.52"
Ecobiomass NI Ltd,07/11/2015,BT71,Solid Biomass Boiler,99,"£46,227.60"
Ecobiomass NI Ltd,26/10/2015,BT71,Solid Biomass Boiler,99,"£51,670.65"
Ecobiomass NI Ltd,26/10/2015,BT71,Solid Biomass Boiler,99,"£52,866.19"
Ecobiomass NI Ltd,26/10/2015,BT71,Solid Biomass Boiler,99,"£54,335.46"
Ecobiomass NI Ltd,26/10/2015,BT71,Solid Biomass Boiler,99,"£54,588.17"
Ecobiomass NI Ltd,26/10/2015,BT71,Solid Biomass Boiler,99,"£54,811.50"
Ecobiomass NI Ltd,26/10/2015,BT71,Solid Biomass Boiler,99,"£56,102.54"
Edengrove Presbyterian Church,28/10/2015,BT24,Solid Biomass Boiler,99,"£9,490.41"
Edengrow Farms Limited,30/10/2015,BT60,Solid Biomass Boiler,99,"£20,636.27"
Edengrow Farms Limited,30/10/2015,BT60,Solid Biomass Boiler,99,"£28,181.49"
Edengrow Farms Limited,02/11/2015,BT60,Solid Biomass Boiler,99,"£28,873.00"
Eglinton (Timber Products) Ltd,29/10/2015,BT47,Solid Biomass Boiler,99,"£42,673.93"
Eglinton (Timber Products) Ltd,29/10/2015,BT47,Solid Biomass Boiler,99,"£45,467.29"
Eglinton (Timber Products) Ltd,29/10/2015,BT47,Solid Biomass Boiler,99,"£47,002.75"
Eglinton (Timber Products) Ltd,29/10/2015,BT47,Solid Biomass Boiler,99,"£47,566.66"
Eglinton (Timber Products) Ltd,29/10/2015,BT47,Solid Biomass Boiler,99,"£49,318.72"
Eglinton (Timber Products) Ltd,29/10/2015,BT47,Solid Biomass Boiler,99,"£54,012.23"
Eglinton (Timber Products) Ltd,05/10/2013,BT47,Solid Biomass Boiler,990,"£252,844.05"
Electro Mech Agri Ltd,05/10/2015,BT70,Solid Biomass Boiler,99,"£11,419.79"
Electro Mech Agri Ltd,05/10/2015,BT70,Solid Biomass Boiler,99,"£27,351.39"
Embroidery NI Ltd,10/11/2015,BT24,Solid Biomass Boiler,99,"£8,000.71"
Erwin Agri-Care Limited,12/03/2015,BT29,Solid Biomass Boiler,99,"£30,708.97"
Ethril Ltd T/A Beechlawn House Hotel,31/10/2015,BT17,Solid Biomass Boiler,99,"£32,642.83"
Eurofab Engineering Structures Ltd,27/10/2015,BT71,Solid Biomass Boiler,80,"£35,907.50"
Ewing Farms Ltd,05/11/2015,BT70,Solid Biomass Boiler,99,"£47,572.26"
Ewing Farms Ltd,05/11/2015,BT70,Solid Biomass Boiler,99,"£48,024.38"
Ewing Farms Ltd,05/11/2015,BT70,Solid Biomass Boiler,99,"£47,503.62"
Ewing Farms Ltd,05/11/2015,BT70,Solid Biomass Boiler,99,"£48,101.35"
Ewing Farms Ltd,05/11/2015,BT70,Solid Biomass Boiler,99,"£50,401.52"
Ewing Farms Ltd,05/11/2015,BT70,Solid Biomass Boiler,99,"£47,574.75"
F.P. McCann Ltd.,28/10/2015,BT45,Solid Biomass Boiler,99,"£22,552.57"
F.P. McCann Ltd.,28/10/2015,BT45,Solid Biomass Boiler,99,"£24,016.95"
Fairlawns Care Home Ltd,13/08/2014,BT61,Solid Biomass Boiler,99,"£57,711.01"
